Pipeline Cycles|Pipeline Sum Thread Cycles|Pipeline Time|CPU Time|CPU Join Time|CPU ExpOp Time|GPU Probe Time|CPU/GPU Time|Pre Filter Tuples|Filtered Tuples|Pre Join Tuples|Pos Join Tuples|CPUBloomFilter|FilterSize|Slowdown|CPUMorselSize|GPUMorselSize|Selectivity|Streams|TuplesGpuProbe|TuplesGpuConsume
4.05882e+10|4.05706e+11|12.2549|5.51298e+10|3.75662e+11|0|4.99877e+09|3.49788e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|1|945154730|945154730
3.97176e+10|3.96953e+11|11.992|1.46171e+09|3.72612e+11|0|5.69884e+09|3.95152e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|2|1070825472|1070825472
4.00611e+10|4.00226e+11|12.0957|2.47942e+09|3.75818e+11|0|6.41366e+09|3.9739e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|4|1068482560|1068482560
4.08659e+10|4.0813e+11|12.3387|3.43369e+09|3.83614e+11|0|7.5044e+09|4.04322e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|6|1066374485|1066374485
4.02135e+10|4.01454e+11|12.1418|4.37523e+09|3.76798e+11|0|9.17241e+09|3.967e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|8|1064315562|1064315562
4.02249e+10|4.01053e+11|12.1452|4.65384e+09|3.76368e+11|0|1.8629e+10|3.95996e+11|1073741824|805401728|805401728|805306368|1|536870912|0|16384|16777216|75|16|1063753045|1063753045
4.31426e+10|4.31252e+11|13.0261|5.54444e+10|3.9987e+11|0|5.07775e+09|3.74641e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|1|951435264|951435264
4.28649e+10|4.28398e+11|12.9423|1.45107e+09|4.02917e+11|0|5.79014e+09|4.26603e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|2|1070918314|1070918314
4.31685e+10|4.31321e+11|13.034|2.41226e+09|4.05743e+11|0|6.42056e+09|4.28559e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|4|1068848469|1068848469
4.28215e+10|4.27719e+11|12.9292|3.30072e+09|4.02029e+11|0|7.58848e+09|4.24066e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|6|1066986154|1066986154
4.26743e+10|4.26055e+11|12.8847|4.37232e+09|4.00264e+11|0|9.29692e+09|4.21306e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|8|1064670549|1064670549
4.28734e+10|4.27563e+11|12.9449|4.70061e+09|4.01704e+11|0|1.85972e+10|4.22449e+11|1073741824|859069184|859069184|858993408|1|536870912|0|16384|16777216|80|16|1064206336|1064206336
4.63903e+10|4.63718e+11|14.0067|5.67511e+10|4.31654e+11|0|5.09118e+09|4.0645e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|1|956557994|956557994
4.58005e+10|4.57747e+11|13.8287|1.42484e+09|4.31068e+11|0|5.84065e+09|4.5598e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|2|1071142229|1071142229
4.55063e+10|4.54615e+11|13.7398|2.38154e+09|4.27849e+11|0|6.52701e+09|4.51882e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|4|1069143381|1069143381
4.61888e+10|4.61353e+11|13.9459|3.44523e+09|4.34342e+11|0|7.64516e+09|4.5753e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|6|1067089920|1067089920
4.61043e+10|4.60305e+11|13.9204|4.40337e+09|4.33352e+11|0|9.31363e+09|4.5552e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|8|1065304064|1065304064
